GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,B18AA1990,B18AA2000,B18AB1990,B18AB2000,B18AC1990,B18AC2000,B18AD1990,B18AD2000,B18AE2000
"G0800790","Colorado","08","080","Mineral County","079","0790",547,805,0,0,5,7,6,1,18
"G0800810","Colorado","08","080","Moffat County","081","0810",10923,12341,11,28,87,116,336,465,234
"G0800830","Colorado","08","080","Montezuma County","083","0830",15943,19474,12,33,2141,2676,576,1079,568
"G0800850","Colorado","08","080","Montrose County","085","0850",23407,30074,68,102,136,340,812,2083,833
"G0800870","Colorado","08","080","Morgan County","087","0870",19320,21642,61,91,124,221,2434,4542,675
"G0800890","Colorado","08","080","Otero County","089","0890",16727,16049,118,154,199,290,3141,3217,601
"G0800910","Colorado","08","080","Ouray County","091","0910",2249,3605,0,3,10,35,36,35,64
"G0800930","Colorado","08","080","Park County","093","0930",7031,13807,40,72,52,134,51,243,267
"G0800950","Colorado","08","080","Phillips County","095","0950",4174,4168,0,9,2,13,13,230,60
"G0800970","Colorado","08","080","Pitkin County","097","0970",12328,14029,41,79,48,40,244,525,199
"G0800990","Colorado","08","080","Prowers County","099","0990",11397,11379,43,43,95,177,1812,2545,339
"G0801010","Colorado","08","080","Pueblo County","101","1010",104304,112430,2253,2685,991,2251,15503,19318,4788
"G0801030","Colorado","08","080","Rio Blanco County","103","1030",5807,5687,9,11,42,46,114,138,104
"G0801050","Colorado","08","080","Rio Grande County","105","1050",9675,9177,7,43,81,157,1007,2693,343
"G0801070","Colorado","08","080","Routt County","107","1070",13913,19079,8,25,64,96,103,238,252
"G0801090","Colorado","08","080","Saguache County","109","1090",3699,4218,11,7,140,122,769,1388,182
"G0801110","Colorado","08","080","San Juan County","111","1110",711,542,1,0,4,4,29,7,5
"G0801130","Colorado","08","080","San Miguel County","113","1130",3609,6170,5,19,13,56,26,276,73
"G0801150","Colorado","08","080","Sedgwick County","115","1150",2614,2486,10,14,15,4,51,187,56
"G0801170","Colorado","08","080","Summit County","117","1170",12574,21626,32,160,79,112,196,1155,495
"G0801190","Colorado","08","080","Teller County","119","1190",12189,19510,24,113,106,200,149,321,411
"G0801210","Colorado","08","080","Washington County","121","1210",4721,4748,1,2,13,28,77,106,42
"G0801230","Colorado","08","080","Weld County","123","1230",117247,147834,567,1022,785,1581,13222,25702,4797
"G0801250","Colorado","08","080","Yuma County","125","1250",8769,9267,2,11,39,28,144,416,119
"G0900010","Connecticut","09","090","Fairfield County","001","0010",700350,699992,81519,88362,1226,1736,44550,70526,21951
"G0900030","Connecticut","09","090","Hartford County","003","0030",711315,659192,87255,99936,1425,1984,51788,76272,19799
"G0900050","Connecticut","09","090","Litchfield County","005","0050",170361,174484,1631,1998,327,319,1773,3415,1977
"G0900070","Connecticut","09","090","Middlesex County","007","0070",134489,141555,6002,6856,230,269,2475,3974,2417
"G0900090","Connecticut","09","090","New Haven County","009","0090",687491,654244,82011,93239,1536,2035,33181,56670,17820
"G0900110","Connecticut","09","090","New London County","011","0110",234274,225406,12123,13703,1338,2487,7222,10545,6947
"G0900130","Connecticut","09","090","Tolland County","013","0130",122785,125915,2625,3708,221,290,3068,4610,1841
"G0900150","Connecticut","09","090","Windham County","015","0150",98288,99567,1103,2041,351,519,2783,4868,2096
"G1000010","Delaware","10","100","Kent County","001","0010",87300,93106,20631,26180,614,806,2448,3798,2807
"G1000030","Delaware","10","100","New Castle County","003","0030",355399,365810,72834,101167,760,979,12953,24202,8107
"G1000050","Delaware","10","100","Sussex County","005","0050",92395,125857,18995,23319,645,946,1194,4397,2119
"G1100010","District of Columbia","11","110","District of Columbia","001","0010",179667,176101,399604,343312,1466,1713,26163,37487,13446
"G1200010","Florida","12","120","Alachua County","001","0010",140787,160128,34427,42062,362,538,6020,10818,4409
"G1200030","Florida","12","120","Baker County","003","0030",15579,18707,2768,3098,60,85,79,151,218
"G1200050","Florida","12","120","Bay County","005","0050",109570,124761,13713,15772,949,1159,2762,3656,2869
"G1200070","Florida","12","120","Bradford County","007","0070",17692,19900,4555,5423,81,88,187,353,324
"G1200090","Florida","12","120","Brevard County","009","0090",358391,413411,31417,40000,1369,1765,7801,12625,8429
"G1200110","Florida","12","120","Broward County","011","0110",1025583,1145287,193447,333304,2634,3867,33824,86139,54421
"G1200130","Florida","12","120","Calhoun County","013","0130",9164,10397,1658,2056,133,164,56,211,189
"G1200150","Florida","12","120","Charlotte County","015","0150",105401,131125,4243,6219,216,312,1115,2363,1608
"G1200170","Florida","12","120","Citrus County","017","0170",90411,112236,2206,2791,283,423,615,1373,1262
"G1200190","Florida","12","120","Clay County","019","0190",97691,123128,5513,9439,367,658,2415,4758,2831
"G1200210","Florida","12","120","Collier County","021","0210",139073,216345,6986,11419,428,733,5612,17276,5604
"G1200230","Florida","12","120","Columbia County","023","0230",34423,45053,7678,9623,105,302,407,735,800
"G1200250","Florida","12","120","Dade County","025","0250",1413015,,397993,,3066,,123020,,
"G1200270","Florida","12","120","DeSoto County","027","0270",19141,23619,3726,4098,97,511,901,3522,459
"G1200290","Florida","12","120","Dixie County","029","0290",9594,12279,920,1241,36,64,35,100,143
"G1200310","Florida","12","120","Duval County","031","0310",489604,512469,163902,216780,1904,2598,17561,31773,15259
"G1200330","Florida","12","120","Escambia County","033","0330",201235,213008,52618,63010,2632,2660,6313,9364,6368
"G1200350","Florida","12","120","Flagler County","035","0350",25831,43490,2366,4401,52,133,452,1075,733
"G1200370","Florida","12","120","Franklin County","037","0370",7776,8983,1112,1804,49,50,30,72,148
"G1200390","Florida","12","120","Gadsden County","039","0390",16686,17448,23700,25763,68,105,651,1369,402
"G1200410","Florida","12","120","Gilchrist County","041","0410",8761,13068,825,1010,30,53,51,124,182
"G1200430","Florida","12","120","Glades County","043","0430",5987,8142,922,1114,431,521,251,632,167
"G1200450","Florida","12","120","Gulf County","045","0450",9253,10651,2162,2259,56,86,33,129,207
"G1200470","Florida","12","120","Hamilton County","047","0470",6448,7835,4256,5027,42,56,184,253,156
"G1200490","Florida","12","120","Hardee County","049","0490",16382,19035,1034,2244,82,184,2001,4943,532
"G1200510","Florida","12","120","Hendry County","051","0510",18592,23926,4311,5340,543,291,2327,5486,1167
"G1200530","Florida","12","120","Hernando County","053","0530",96108,121453,3895,5330,244,391,868,2154,1474
"G1200550","Florida","12","120","Highlands County","055","0550",59735,72926,6848,8155,227,387,1622,4560,1338
"G1200570","Florida","12","120","Hillsborough County","057","0570",690352,750903,110283,149423,2454,3879,30965,69213,25530
"G1200590","Florida","12","120","Holmes County","059","0590",14740,16669,782,1208,174,188,82,225,274
"G1200610","Florida","12","120","Indian River County","061","0610",81418,98754,7660,9253,136,277,994,3296,1367
"G1200630","Florida","12","120","Jackson County","063","0630",30085,32811,10845,12418,228,311,217,562,653
"G1200650","Florida","12","120","Jefferson County","065","0650",6334,7647,4897,4947,17,50,48,117,141
"G1200670","Florida","12","120","Lafayette County","067","0670",4629,5566,785,1009,17,50,147,312,85
"G1200690","Florida","12","120","Lake County","069","0690",135619,184138,14191,17503,384,701,1910,5709,2477
"G1200710","Florida","12","120","Lee County","071","0710",306200,386598,22184,29035,672,1248,6057,17154,6853
"G1200730","Florida","12","120","Leon County","073","0730",141712,158893,46527,69704,500,689,3754,6532,3634
"G1200750","Florida","12","120","Levy County","075","0750",22346,29586,3211,3778,108,161,258,470,455
"G1200770","Florida","12","120","Liberty County","077","0770",4508,5365,982,1294,29,127,50,156,79
"G1200790","Florida","12","120","Madison County","079","0790",9545,10769,6915,7549,54,60,55,160,195
"G1200810","Florida","12","120","Manatee County","081","0810",190328,227981,16400,21611,501,728,4478,10005,3677
"G1200830","Florida","12","120","Marion County","083","0830",167094,217909,24844,29900,638,1158,2257,6226,3723
"G1200850","Florida","12","120","Martin County","085","0850",92119,113912,6043,6673,179,382,2559,4322,1442
"G1200860","Florida","12","120","Miami-Dade County","086","0860",,1570558,,457214,,4365,,135803,85422
"G1200870","Florida","12","120","Monroe County","087","0870",71840,72151,4203,3795,258,301,1723,1924,1418
"G1200890","Florida","12","120","Nassau County","089","0890",39069,51909,4522,4465,134,246,216,466,577
"G1200910","Florida","12","120","Okaloosa County","091","0910",125191,142218,13007,15508,776,1030,4802,6701,5041
"G1200930","Florida","12","120","Okeechobee County","093","0930",24984,28468,1898,2844,145,193,2600,3690,715
"G1200950","Florida","12","120","Orange County","095","0950",539061,614830,103092,162899,2036,3079,33302,84765,30771
"G1200970","Florida","12","120","Osceola County","097","0970",96231,133169,5902,12702,360,790,5235,19575,6257
"G1200990","Florida","12","120","Palm Beach County","099","0990",732231,894207,107705,156055,1211,2466,22371,51528,26928
"G1201010","Florida","12","120","Pasco County","101","1010",270658,323036,5457,7148,784,1209,4232,8613,4759
"G1201030","Florida","12","120","Pinellas County","103","1030",770374,791111,65868,82556,1985,2719,13432,29950,15146
"G1201050","Florida","12","120","Polk County","105","1050",341952,385099,54385,65545,1158,1839,7887,23188,8253
"G1201070","Florida","12","120","Putnam County","107","1070",52019,54868,11940,12003,129,297,982,2411,844
"G1201130","Florida","12","120","Santa Rosa County","113","1130",76385,106822,3275,5000,715,1185,1233,2410,2326
"G1201150","Florida","12","120","Sarasota County","115","1150",262836,301985,12073,13621,483,717,2384,6322,3312
"G1201170","Florida","12","120","Seminole County","117","1170",253621,300948,24314,34764,803,1087,8791,20453,7944
"G1201090","Florida","12","120","St. Johns County","109","1090",75547,111955,7328,7744,182,326,772,1914,1196
"G1201110","Florida","12","120","St. Lucie County","111","1110",122159,152504,24666,29714,347,464,2999,6505,3508
"G1201190","Florida","12","120","Sumter County","119","1190",26088,44061,5102,7351,164,270,223,869,794
"G1201210","Florida","12","120","Suwannee County","121","1210",22524,29455,3949,4221,104,137,203,583,448
"G1201230","Florida","12","120","Taylor County","123","1230",13791,14988,3083,3666,159,188,78,149,265
"G1201250","Florida","12","120","Union County","125","1250",7697,9896,2379,3070,58,89,118,185,202
"G1201270","Florida","12","120","Volusia County","127","1270",328530,381760,33455,41198,915,1373,7812,12665,6347
"G1201290","Florida","12","120","Wakulla County","129","1290",12226,19684,1837,2631,96,136,43,130,282
"G1201310","Florida","12","120","Walton County","131","1310",25300,35896,1885,2832,417,520,158,506,847
"G1201330","Florida","12","120","Washington County","133","1330",14029,17140,2459,2872,279,322,152,210,429
"G1300010","Georgia","13","130","Appling County","001","0010",12356,13376,3268,3412,17,36,103,488,107
"G1300030","Georgia","13","130","Atkinson County","003","0030",4427,5082,1658,1492,2,28,126,926,81
"G1300050","Georgia","13","130","Bacon County","005","0050",8030,8232,1480,1586,11,15,45,178,92
"G1300070","Georgia","13","130","Baker County","007","0070",1747,1932,1861,2053,1,9,6,55,25
"G1300090","Georgia","13","130","Baldwin County","009","0090",22451,24215,16706,19392,44,96,329,666,331
"G1300110","Georgia","13","130","Banks County","011","0110",9874,13435,364,464,18,43,52,378,102
"G1300130","Georgia","13","130","Barrow County","013","0130",25962,39149,3354,4483,67,139,338,1725,648
"G1300150","Georgia","13","130","Bartow County","015","0150",50413,66734,5026,6600,125,214,347,1635,836
"G1300170","Georgia","13","130","Ben Hill County","017","0170",11098,11059,5088,5706,16,36,43,548,135
"G1300190","Georgia","13","130","Berrien County","019","0190",12407,13877,1648,1856,27,43,71,310,149
"G1300210","Georgia","13","130","Bibb County","021","0210",86252,77147,62526,72818,190,272,999,2408,1242
"G1300230","Georgia","13","130","Bleckley County","023","0230",8000,8544,2332,2869,6,11,92,168,74
"G1300250","Georgia","13","130","Brantley County","025","0250",10438,13804,596,582,32,20,11,65,158
"G1300270","Georgia","13","130","Brooks County","027","0270",8893,9436,6390,6472,27,50,88,337,155
"G1300290","Georgia","13","130","Bryan County","029","0290",13018,19386,2293,3311,27,74,100,332,314
"G1300310","Georgia","13","130","Bulloch County","031","0310",31464,38460,11226,16101,60,72,375,922,428
"G1300330","Georgia","13","130","Burke County","033","0330",9762,10433,10756,11343,13,51,48,201,215
"G1300350","Georgia","13","130","Butts County","035","0350",9770,13514,5438,5627,38,76,80,120,185
"G1300370","Georgia","13","130","Calhoun County","037","0370",2047,2418,2953,3830,12,9,1,32,31
"G1300390","Georgia","13","130","Camden County","039","0390",23284,32765,6079,8783,150,216,654,1077,823
"G1300430","Georgia","13","130","Candler County","043","0430",5238,6268,2405,2593,7,18,94,620,78
"G1300450","Georgia","13","130","Carroll County","045","0450",59646,70265,11231,14241,149,232,396,1534,996
"G1300470","Georgia","13","130","Catoosa County","047","0470",41822,51356,357,669,91,163,194,599,495
"G1300490","Georgia","13","130","Charlton County","049","0490",6094,7052,2355,3008,33,43,14,55,124
"G1300510","Georgia","13","130","Chatham County","051","0510",130607,128279,82608,93971,461,580,3259,6237,2981
"G1300530","Georgia","13","130","Chattahoochee County","053","0530",10091,8643,5235,4453,106,119,1502,1106,561
"G1300550","Georgia","13","130","Chattooga County","055","0550",20220,22084,1941,2856,40,20,41,250,260
"G1300570","Georgia","13","130","Cherokee County","057","0570",87690,131128,1693,3525,251,534,570,4885,1831
"G1300590","Georgia","13","130","Clarke County","059","0590",61929,65852,22935,27656,134,214,2596,6341,1426
"G1300610","Georgia","13","130","Clay County","061","0610",1310,1290,2044,2030,5,4,5,11,22
"G1300630","Georgia","13","130","Clayton County","063","0630",131729,89741,43403,121927,456,751,6464,19176,4922
"G1300650","Georgia","13","130","Clinch County","065","0650",4456,4741,1682,2029,8,35,14,15,58
"G1300670","Georgia","13","130","Cobb County","067","0670",391959,439991,44154,114233,957,1579,10675,40575,11373
"G1300690","Georgia","13","130","Coffee County","069","0690",21558,25528,7504,9684,31,120,499,1737,344
"G1300710","Georgia","13","130","Colquitt County","071","0710",27047,28503,8861,9869,75,124,662,3086,471
"G1300730","Georgia","13","130","Columbia County","073","0730",56785,73814,7282,10011,156,285,1808,3787,1391
"G1300750","Georgia","13","130","Cook County","075","0750",9311,10714,4031,4587,34,34,80,313,123
"G1300770","Georgia","13","130","Coweta County","077","0770",41322,70353,12194,16032,107,208,230,1712,910
"G1300790","Georgia","13","130","Crawford County","079","0790",6090,9103,2757,2974,33,46,111,249,123
"G1300810","Georgia","13","130","Crisp County","081","0810",11783,11894,8153,9547,36,33,39,372,150
"G1300830","Georgia","13","130","Dade County","083","0830",12972,14776,101,96,42,74,32,93,115
